"id:ID","registration_status","effective_date","until_date","uuid"
"1131","Draft","2022-09-01","","303263a5-fa51-4639-b7fb-e8d18ab73d2b"
"1132","Draft","2022-09-01","","d373a1af-8495-4125-b072-336c606203cc"
"1133","Draft","2022-09-01","","eeb85cbc-1cb6-474c-b7cd-bd4ac8e78b51"
"1134","Draft","2022-09-01","","6c5b3a24-c520-419e-94c5-b5ab0fca167f"
"1135","Draft","2022-09-01","","9d9151ed-1c61-478e-97ee-b99934e94c5b"
"1136","Draft","2022-09-01","","e8cabe94-4101-4781-bf19-2a9b845a8224"
"1137","Draft","2022-09-01","","b8879ce7-41a1-47c8-987f-433b411c6bf6"
"1138","Draft","2022-09-01","","4414afc1-62be-43f6-b999-a15ffed931fc"
"1139","Draft","2022-09-01","","aed62f7e-f176-49fa-a343-ece5ba3efb08"
"1140","Draft","2022-09-01","","2802386b-a635-4e54-92b7-2b49e72bdc2c"
"1141","Draft","2022-09-01","","a7ddeef9-3f63-45c9-bacf-0bc43f2d90d3"
"1142","Draft","2022-09-01","","64efaf24-7ae5-4cdf-86e3-bf9bf31cbf4d"
"1143","Draft","2022-09-01","","8c20692d-c2dd-4e99-9d65-b5a961e0e041"
"1144","Draft","2022-09-01","","83847166-8645-47b8-99cc-b3a73c3a7093"
"1145","Draft","2022-09-01","","eedeb55c-0a57-41cd-aa66-65de4ade086f"
"1146","Draft","2022-09-01","","9cc8cac8-4738-4cff-a76f-d6d5161e8b2b"
"1147","Draft","2022-09-01","","6c55c2c3-a645-474f-96f0-1619e9527c08"
"1148","Draft","2022-09-01","","38be483f-a2fd-4f52-8667-2a02731fa605"
"1149","Draft","2022-09-01","","9dca1dfa-de07-4db6-9b89-8faade8d8f6d"
"1150","Draft","2022-09-01","","6799e1b4-71d9-417a-80fb-24f4b10315c0"
"1151","Draft","2022-09-01","","38aee9c6-a257-42d2-926b-5ce501b37ea6"
"1152","Draft","2022-09-01","","1dc4c130-c22f-4315-890b-969721c9cf60"
"1153","Draft","2022-09-01","","267dfd2e-584a-4703-9fcd-d36b8c324eda"
"1154","Draft","2022-09-01","","e755b4d4-0a4d-4b95-8bdb-dae1903f3570"
"1155","Draft","2022-09-01","","cb9bbb04-5452-4325-a891-270ba22411ad"
"1156","Draft","2022-09-01","","1d904e02-4527-412e-87f2-034b2f9ee889"
"1157","Draft","2022-09-01","","bf1c6956-1789-4a09-9a60-08e98db34e51"
"1158","Draft","2022-09-01","","f78bae56-c363-4575-a0d1-7e91c163ecd7"
"1159","Draft","2022-09-01","","48951919-0617-4732-a091-cfbb6a85ac19"
"1160","Draft","2022-09-01","","60e081d9-7023-49d0-bdd7-d5953393721a"
"1161","Draft","2022-09-01","","09925eea-1e36-4f8d-9b1a-6d58b199cd54"
"1162","Draft","2022-09-01","","4b73faa4-6e14-4633-aeff-c96f68a232d8"
"1163","Draft","2022-09-01","","84bd7f92-8da7-40f6-b708-e171a568de2c"
"1164","Draft","2022-09-01","","be6e6af8-5dab-4489-a8a7-78dfc2601bf9"
"1165","Draft","2022-09-01","","1bed54d1-922f-480f-bbdd-25688fd54625"
"1166","Draft","2022-09-01","","a001fb53-c503-4977-9f6c-dc5aa0f5d04d"
"1167","Draft","2022-09-01","","abf89d8d-2476-4e72-9ea7-b0bfb438b251"
